Image_Name,Total_Root_Length(cm),Total_Root_Projected_Area(cm2),Total_Surface_Area(cm2),Total_Root_Volume(cm3),Primary_Root_Length(cm),Primary_Root_Projected_Area(cm2),Primary_Root_Surface_Area(cm2),Primary_Root_Volume(cm3),Convex_Hull_Area(cm2),Max_Root_Depth(cm),Angle_Left(°),Angle_Center(°),Angle_Right(°)
G1-D7.jpg,84.69,5.267,13.358,0.165,86.04,2.835,141.245,18.211,1060.156,61.755,24.19,85.21,70.6
