Image_Name,Total_Root_Length(cm),Total_Root_Projected_Area(cm2),Total_Surface_Area(cm2),Total_Root_Volume(cm3),Primary_Root_Length(cm),Primary_Root_Projected_Area(cm2),Primary_Root_Surface_Area(cm2),Primary_Root_Volume(cm3),Convex_Hull_Area(cm2),Max_Root_Depth(cm)
24-11-22.jpg,1406.85,1118.138,3014.15,507.191,1434.6,278.64,16542.5,14981.708,52493.377,526.35
24-11-30.jpg,1819.35,1317.892,3484.388,524.115,1886.4,274.59,20286.234,17134.007,58310.122,590.25
