Image_Name,Total_Root_Length(cm),Total_Root_Projected_Area(cm2),Total_Surface_Area(cm2),Total_Root_Volume(cm3),Main_Root_Length(cm),Main_Root_Projected_Area(cm2),Main_Root_Surface_Area(cm2),Main_Root_Volume(cm3),Convex_Hull_Area(cm2),Max_Root_Depth(cm),Angle_Left(°),Angle_Center(°),Angle_Right(°),Total_Pixels_Number(L),Total_Pixels_Number(A),Main_Pixels_Number(L),Main_Pixels_Number(A),Primary_Root_Length(cm),Primary_Root_Projected_Area(cm2),Primary_Root_Surface_Area(cm2),Primary_Root_Volume(cm3)
G1-D7.jpg,84.24,5.739,14.948,0.208,,,,,180.701,30.27,58.49,48.02,73.5,,,,,86.04,2.835,141.245,18.211
