Image_Name,Total_Root_Length(cm),Total_Root_Projected_Area(cm2),Total_Surface_Area(cm2),Total_Root_Volume(cm3),Primary_Root_Length(cm),Primary_Root_Projected_Area(cm2),Primary_Root_Surface_Area(cm2),Primary_Root_Volume(cm3),Convex_Hull_Area(cm2),Max_Root_Depth(cm),Angle_Left(°),Angle_Center(°),Angle_Right(°)
G1-D7.jpg,84.24,5.739,49.843,2.316,516.06,2.835,62.348,0.592,180.701,30.255,58.49,48.02,73.5
