Image_Name,Total_Root_Length(cm),Total_Root_Projected_Area(cm2),Total_Surface_Area(cm2),Total_Root_Volume(cm3),Primary_Root_Length(cm),Primary_Root_Projected_Area(cm2),Primary_Root_Surface_Area(cm2),Primary_Root_Volume(cm3),Convex_Hull_Area(cm2),Max_Root_Depth(cm)
18-11-30.jpg,195.342,14.612,39.288,0.621,154.884,2.237,139.535,9.873,982.317,54.363
