Image_Name,Total_Root_Length(cm),Total_Root_Projected_Area(cm2),Total_Surface_Area(cm2),Total_Root_Volume(cm3),Primary_Root_Length(cm),Primary_Root_Projected_Area(cm2),Primary_Root_Surface_Area(cm2),Primary_Root_Volume(cm3),Convex_Hull_Area(cm2),Max_Root_Depth(cm)
06-11-22.jpg,184.815,13.264,34.607,0.509,171.015,2.786,144.741,9.621,565.854,51.585
24-11-22.jpg,140.685,11.181,30.142,0.507,143.46,2.786,165.425,14.982,524.934,52.635
18-11-30.jpg,194.955,15.65,41.887,0.707,171.585,2.746,171.25,13.424,796.833,58.98
57-11-30.jpg,177.525,14.056,37.524,0.623,164.61,2.746,147.201,10.339,693.151,59.745
53-11-22.jpg,118.23,9.356,24.83,0.41,129.78,2.786,133.562,10.796,554.4,56.43
