Image_Name,Total_Root_Length(cm),Total_Root_Projected_Area(cm2),Total_Surface_Area(cm2),Total_Root_Volume(cm3),Primary_Root_Length(cm),Primary_Root_Projected_Area(cm2),Primary_Root_Surface_Area(cm2),Primary_Root_Volume(cm3),Convex_Hull_Area(cm2),Max_Root_Depth(cm)
24-11-22.jpg,101919807.0,5470105814712.0,14732850408748.223,1.672649123256176e+17,95630436.0,1238152332384.0,73507517921858.5,4.4376930825881364e+18,510822420189246.0,40895910.0
